test_date,district,tests_combined,cases_combined,tests_nontraveller,cases_nontraveller
2020-11-28,Panchagarh,20,5,20,5
2020-11-28,Patuakhali,35,4,29,4
2020-11-28,Pirojpur,19,0,1,0
2020-11-28,Rajbari,76,10,70,10
2020-11-28,Rajshahi,138,15,123,15
2020-11-28,Rangamati,28,12,21,12
2020-11-28,Rangpur,22,0,12,0
2020-11-28,Satkhira,16,0,3,0
2020-11-28,Shariatpur,48,8,18,7
2020-11-28,Sherpur,14,0,13,0
2020-11-28,Sirajganj,34,4,25,4
2020-11-28,Sunamganj,76,2,13,2
2020-11-28,Sylhet,253,18,94,17
2020-11-28,Tangail,79,7,20,4
2020-11-28,Thakurgaon,21,9,17,9
2020-11-29,Bagerhat,46,2,10,2
2020-11-29,Bandarban,5,0,4,0
2020-11-29,Barguna,74,0,66,0
2020-11-29,BARISHAL,161,21,108,20
2020-11-29,Bhola,50,4,23,3
2020-11-29,BOGURA,128,22,98,19
2020-11-29,Brahmanbaria,249,7,38,2
2020-11-29,Chandpur,243,9,78,8
2020-11-29,CHAPAINABABGANJ,38,1,24,1
2020-11-29,CHATTOGRAM,1413,298,896,294
2020-11-29,Chuadanga,24,2,16,2
2020-11-29,COXS BAZAR,360,16,293,16
2020-11-29,CUMILLA,550,42,186,38
2020-11-29,Dhaka,5959,1351,5306,1337
2020-11-29,Dinajpur,140,20,126,19
2020-11-29,Faridpur,166,15,88,15
2020-11-29,Feni,201,14,60,12
2020-11-29,Gaibandha,23,2,10,1
2020-11-29,Gazipur,321,38,225,38
2020-11-29,Gopalganj,69,10,51,10
2020-11-29,Habiganj,63,0,7,0
2020-11-29,Jamalpur,59,3,28,3
2020-11-29,JASHORE,153,26,107,26
2020-11-29,Jhalokati,39,10,22,8
2020-11-29,Jhenaidah,59,1,42,1
2020-11-29,Joypurhat,13,1,5,1
2020-11-29,Khagrachhari,12,0,5,0
2020-11-29,Khulna,121,6,50,5
2020-11-29,KISHOREGANJ,171,15,121,12
2020-11-29,Kurigram,8,2,2,2
2020-11-29,Kushtia,110,12,87,12
2020-11-29,Lakshmipur,154,8,52,8
2020-11-29,Lalmonirhat,13,3,5,1
2020-11-29,Madaripur,62,3,12,2
2020-11-29,Magura,25,4,11,4
2020-11-29,Manikganj,95,6,51,4
2020-11-29,Meherpur,26,4,18,4
2020-11-29,Moulvibazar,101,3,30,1
2020-11-29,Munshiganj,121,11,28,9
2020-11-29,Mymensingh,189,22,136,22
2020-11-29,Naogaon,38,0,15,0
2020-11-29,Narail,24,0,8,0
2020-11-29,Narayanganj,269,38,184,38
2020-11-29,Narsingdi,143,9,77,9
2020-11-29,Natore,36,1,11,1
2020-11-29,Netrakona,38,1,20,1
2020-11-29,Nilphamari,9,4,8,4
2020-11-29,Noakhali,295,21,103,18
2020-11-29,Pabna,192,11,157,11
2020-11-29,Panchagarh,6,0,4,0
2020-11-29,Patuakhali,28,2,20,2
2020-11-29,Pirojpur,19,3,4,2
2020-11-29,Rajbari,27,1,7,1
2020-11-29,Rajshahi,159,17,130,17
2020-11-29,Rangamati,50,6,42,6
2020-11-29,Rangpur,126,52,117,51
2020-11-29,Satkhira,30,1,4,1
2020-11-29,Shariatpur,81,3,13,1
2020-11-29,Sherpur,5,1,2,1
2020-11-29,Sirajganj,51,1,26,1
2020-11-29,Sunamganj,65,2,21,2
2020-11-29,Sylhet,273,26,150,25
2020-11-29,Tangail,129,13,68,13
2020-11-29,Thakurgaon,29,2,21,2
2020-11-30,Bagerhat,34,0,8,0
2020-11-30,Bandarban,31,3,27,3
2020-11-30,Barguna,19,1,15,0
2020-11-30,BARISHAL,175,29,133,27
2020-11-30,Bhola,54,3,37,3
2020-11-30,BOGURA,211,32,200,32
2020-11-30,Brahmanbaria,269,15,168,13
2020-11-30,Chandpur,137,9,59,8
2020-11-30,CHAPAINABABGANJ,10,1,2,1
2020-11-30,CHATTOGRAM,1384,167,614,160
2020-11-30,Chuadanga,31,2,22,2
2020-11-30,COXS BAZAR,548,22,472,22
2020-11-30,CUMILLA,302,12,64,9
2020-11-30,Dhaka,5651,1281,5052,1269
2020-11-30,Dinajpur,103,17,90,16
2020-11-30,Faridpur,127,17,89,17
2020-11-30,Feni,185,13,54,8
2020-11-30,Gaibandha,60,6,48,6
2020-11-30,Gazipur,291,35,239,34
2020-11-30,Gopalganj,56,10,45,10
2020-11-30,Habiganj,81,5,29,4
2020-11-30,Jamalpur,23,0,6,0
2020-11-30,JASHORE,110,11,81,10
2020-11-30,Jhalokati,23,3,18,3
2020-11-30,Jhenaidah,37,3,27,3
2020-11-30,Joypurhat,5,1,2,1
2020-11-30,Khagrachhari,45,10,37,10
2020-11-30,Khulna,118,12,47,11
2020-11-30,KISHOREGANJ,142,6,116,5
2020-11-30,Kurigram,21,5,14,4
2020-11-30,Kushtia,197,9,182,8
2020-11-30,Lakshmipur,105,3,43,2
2020-11-30,Lalmonirhat,9,3,9,3
2020-11-30,Madaripur,53,1,9,1
2020-11-30,Magura,31,1,18,1
2020-11-30,Manikganj,42,2,14,2
2020-11-30,Meherpur,23,3,15,3
2020-11-30,Moulvibazar,111,2,31,1
2020-11-30,Munshiganj,81,7,21,4
2020-11-30,Mymensingh,163,20,136,20
2020-11-30,Naogaon,22,1,5,1
2020-11-30,Narail,26,1,12,1
2020-11-30,Narayanganj,316,48,261,48
2020-11-30,Narsingdi,141,8,81,7
2020-11-30,Natore,60,4,54,4
2020-11-30,Netrakona,26,2,18,1
2020-11-30,Nilphamari,41,8,36,8
2020-11-30,Noakhali,214,8,71,7
2020-11-30,Pabna,580,11,550,11
2020-11-30,Panchagarh,17,0,13,0
2020-11-30,Patuakhali,54,13,53,13
2020-11-30,Pirojpur,32,2,18,2
2020-11-30,Rajbari,55,7,39,7
2020-11-30,Rajshahi,199,34,177,34
2020-11-30,Rangamati,27,2,26,2
2020-11-30,Rangpur,111,39,97,38
2020-11-30,Satkhira,31,1,5,1
2020-11-30,Shariatpur,50,4,12,2
2020-11-30,Sherpur,22,1,21,1
2020-11-30,Sirajganj,76,11,62,11
2020-11-30,Sunamganj,82,6,27,4
2020-11-30,Sylhet,393,28,217,25
2020-11-30,Tangail,127,6,89,5
2020-11-30,Thakurgaon,31,7,26,7
2020-12-01,Bagerhat,20,1,9,1
2020-12-01,Bandarban,6,0,4,0
2020-12-01,Barguna,53,2,49,2
2020-12-01,BARISHAL,175,30,135,28
2020-12-01,Bhola,61,4,44,4
2020-12-01,BOGURA,218,37,195,36
2020-12-01,Brahmanbaria,148,5,53,4
2020-12-01,Chandpur,128,6,57,6
2020-12-01,CHAPAINABABGANJ,30,0,6,0
2020-12-01,CHATTOGRAM,1236,250,801,245
2020-12-01,Chuadanga,49,2,34,1
2020-12-01,COXS BAZAR,601,15,552,15
2020-12-01,CUMILLA,421,13,123,9
2020-12-01,Dhaka,5871,1252,5312,1233
2020-12-01,Dinajpur,44,10,40,10
2020-12-01,Faridpur,81,12,59,11
2020-12-01,Feni,172,8,25,5
2020-12-01,Gaibandha,46,1,35,1
2020-12-01,Gazipur,283,49,247,49
2020-12-01,Gopalganj,48,4,43,4
2020-12-01,Habiganj,80,5,27,3
2020-12-01,Jamalpur,21,0,7,0
2020-12-01,JASHORE,103,14,70,14
2020-12-01,Jhalokati,32,7,25,7
2020-12-01,Jhenaidah,45,1,27,1
2020-12-01,Joypurhat,56,7,51,7
2020-12-01,Khagrachhari,5,0,1,0
2020-12-01,Khulna,128,9,54,9
2020-12-01,KISHOREGANJ,149,13,114,12
2020-12-01,Kurigram,27,2,24,2
2020-12-01,Kushtia,113,3,98,3
2020-12-01,Lakshmipur,103,6,52,4
2020-12-01,Lalmonirhat,19,1,19,1
2020-12-01,Madaripur,42,3,8,3
2020-12-01,Magura,42,6,25,5
2020-12-01,Manikganj,121,22,99,21
2020-12-01,Meherpur,24,2,14,2
2020-12-01,Moulvibazar,110,2,25,2
2020-12-01,Munshiganj,83,6,25,6
2020-12-01,Mymensingh,179,18,147,18
2020-12-01,Naogaon,17,0,8,0
2020-12-01,Narail,26,6,15,6
2020-12-01,Narayanganj,282,45,228,44
2020-12-01,Narsingdi,133,17,106,15
2020-12-01,Natore,57,3,48,2
2020-12-01,Netrakona,32,1,27,1
2020-12-01,Nilphamari,23,5,19,5
2020-12-01,Noakhali,239,17,85,14
2020-12-01,Pabna,333,15,319,15
2020-12-01,Panchagarh,15,3,15,3
2020-12-01,Patuakhali,51,1,38,1
2020-12-01,Pirojpur,24,0,18,0
2020-12-01,Rajbari,13,0,7,0
2020-12-01,Rajshahi,152,19,131,18
2020-12-01,Rangamati,22,4,22,4
2020-12-01,Rangpur,118,33,98,33
2020-12-01,Satkhira,22,0,6,0
2020-12-01,Shariatpur,51,3,10,1
2020-12-01,Sherpur,21,3,19,3
2020-12-01,Sirajganj,94,5,87,4
2020-12-01,Sunamganj,57,5,17,4
2020-12-01,Sylhet,284,27,175,20
2020-12-01,Tangail,115,6,63,5
2020-12-01,Thakurgaon,37,7,37,7
2020-12-02,Bagerhat,30,1,3,1
2020-12-02,Bandarban,7,0,4,0
2020-12-02,Barguna,61,3,54,3
2020-12-02,BARISHAL,161,21,123,20
2020-12-02,Bhola,84,8,46,6
2020-12-02,BOGURA,329,65,289,65
2020-12-02,Brahmanbaria,251,7,32,3
2020-12-02,Chandpur,208,6,74,5
2020-12-02,CHAPAINABABGANJ,12,1,3,1
2020-12-02,CHATTOGRAM,1373,194,577,171
2020-12-02,Chuadanga,23,2,7,2
2020-12-02,COXS BAZAR,461,2,378,2
2020-12-02,CUMILLA,368,16,81,14
2020-12-02,Dhaka,5611,1249,4926,1228
2020-12-02,Dinajpur,130,13,118,13
2020-12-02,Faridpur,153,7,78,7
2020-12-02,Feni,178,6,48,4
2020-12-02,Gaibandha,58,8,43,8
2020-12-02,Gazipur,312,31,237,30
2020-12-02,Gopalganj,58,7,45,7
2020-12-02,Habiganj,98,2,24,1
2020-12-02,Jamalpur,45,2,22,1
2020-12-02,JASHORE,116,17,85,17
2020-12-02,Jhalokati,33,7,23,6
2020-12-02,Jhenaidah,23,1,5,1
2020-12-02,Joypurhat,10,0,3,0
2020-12-02,Khagrachhari,8,0,1,0
2020-12-02,Khulna,119,5,47,5
2020-12-02,KISHOREGANJ,193,5,119,5
2020-12-02,Kurigram,28,1,27,1
2020-12-02,Kushtia,125,8,96,8
2020-12-02,Lakshmipur,109,1,26,1
2020-12-02,Lalmonirhat,11,2,11,2
2020-12-02,Madaripur,98,6,57,6
2020-12-02,Magura,22,1,13,1
2020-12-02,Manikganj,146,7,97,5
2020-12-02,Meherpur,42,6,26,6
2020-12-02,Moulvibazar,149,9,34,8
2020-12-02,Munshiganj,101,6,43,4
2020-12-02,Mymensingh,176,31,107,30
2020-12-02,Naogaon,82,11,68,11
2020-12-02,Narail,28,1,15,1
2020-12-02,Narayanganj,321,34,244,34
2020-12-02,Narsingdi,155,8,74,6
2020-12-02,Natore,47,2,33,2
2020-12-02,Netrakona,54,4,33,3
2020-12-02,Nilphamari,46,7,36,6
2020-12-02,Noakhali,249,10,97,9
2020-12-02,Pabna,496,20,462,20
2020-12-02,Panchagarh,6,1,5,1
2020-12-02,Patuakhali,54,2,39,2
2020-12-02,Pirojpur,37,0,16,0
2020-12-02,Rajbari,79,26,61,26
2020-12-02,Rajshahi,203,31,180,30
2020-12-02,Rangamati,24,10,21,10
2020-12-02,Rangpur,120,38,104,38
2020-12-02,Satkhira,39,2,5,2
2020-12-02,Shariatpur,54,3,18,2
2020-12-02,Sherpur,34,3,30,3
2020-12-02,Sirajganj,108,9,90,9
2020-12-02,Sunamganj,100,3,41,2
2020-12-02,Sylhet,227,20,89,18
2020-12-02,Tangail,178,13,100,12
2020-12-02,Thakurgaon,26,3,23,3
2020-12-03,Bagerhat,51,1,14,1
2020-12-03,Bandarban,11,0,7,0
2020-12-03,Barguna,20,0,13,0
2020-12-03,BARISHAL,107,24,79,24
2020-12-03,Bhola,58,5,35,5
2020-12-03,BOGURA,258,37,213,36
2020-12-03,Brahmanbaria,226,1,35,1
2020-12-03,Chandpur,194,6,63,5
2020-12-03,CHAPAINABABGANJ,44,3,29,3
2020-12-03,CHATTOGRAM,1558,242,795,220
2020-12-03,Chuadanga,58,1,42,0
2020-12-03,COXS BAZAR,368,9,302,7
2020-12-03,CUMILLA,580,27,107,14
2020-12-03,Dhaka,6585,1382,5746,1356
2020-12-03,Dinajpur,178,17,160,17
2020-12-03,Faridpur,160,15,85,14
2020-12-03,Feni,238,16,57,12
2020-12-03,Gaibandha,47,9,40,9
2020-12-03,Gazipur,326,38,266,37
2020-12-03,Gopalganj,67,9,50,9
2020-12-03,Habiganj,134,14,66,14
2020-12-03,Jamalpur,110,5,90,4
2020-12-03,JASHORE,140,13,75,13
2020-12-03,Jhalokati,20,1,11,1
2020-12-03,Jhenaidah,79,5,58,5
2020-12-03,Joypurhat,45,6,36,5
2020-12-03,Khagrachhari,40,4,36,4
2020-12-03,Khulna,124,1,49,1
2020-12-03,KISHOREGANJ,165,6,101,6
2020-12-03,Kurigram,34,3,30,3
2020-12-03,Kushtia,132,10,101,10
2020-12-03,Lakshmipur,140,4,51,3
2020-12-03,Lalmonirhat,32,2,23,2
2020-12-03,Madaripur,75,2,15,1
2020-12-03,Magura,25,2,13,2
2020-12-03,Manikganj,107,17,62,17
2020-12-03,Meherpur,20,2,12,2
2020-12-03,Moulvibazar,100,3,23,3
2020-12-03,Munshiganj,141,7,47,5
2020-12-03,Mymensingh,172,14,124,13
2020-12-03,Naogaon,34,0,10,0
2020-12-03,Narail,25,1,7,1
2020-12-03,Narayanganj,297,36,229,35
2020-12-03,Narsingdi,156,9,97,9
2020-12-03,Natore,37,1,25,1
2020-12-03,Netrakona,35,2,23,1
2020-12-03,Nilphamari,53,10,40,9
2020-12-03,Noakhali,275,21,106,16
2020-12-03,Pabna,286,9,248,9
2020-12-03,Panchagarh,8,1,8,1
2020-12-03,Patuakhali,34,2,26,2
2020-12-03,Pirojpur,33,3,14,3
2020-12-03,Rajbari,37,1,18,1
2020-12-03,Rajshahi,163,25,146,25
2020-12-03,Rangamati,34,3,31,2
2020-12-03,Rangpur,118,23,112,23
2020-12-03,Satkhira,55,0,14,0
2020-12-03,Shariatpur,100,4,10,3
2020-12-03,Sherpur,36,0,35,0
2020-12-03,Sirajganj,106,10,88,9
2020-12-03,Sunamganj,70,6,32,6
2020-12-03,Sylhet,305,28,167,28
2020-12-03,Tangail,184,25,113,24
2020-12-03,Thakurgaon,37,3,31,3
2020-12-04,Bagerhat,36,1,15,1
2020-12-04,Bandarban,3,0,3,0
2020-12-04,Barguna,35,5,22,3
2020-12-04,BARISHAL,116,7,54,3
2020-12-04,Bhola,42,2,22,2
2020-12-04,BOGURA,222,61,188,61
2020-12-04,Brahmanbaria,232,8,73,6
2020-12-04,Chandpur,134,3,30,2
2020-12-04,CHAPAINABABGANJ,19,1,6,1
2020-12-04,CHATTOGRAM,1390,190,806,180
2020-12-04,Chuadanga,23,1,13,1
2020-12-04,COXS BAZAR,555,9,475,8
2020-12-04,CUMILLA,408,14,19,2
2020-12-04,Dhaka,4364,965,3763,941
2020-12-04,Dinajpur,64,16,58,15
2020-12-04,Faridpur,131,18,76,18
2020-12-04,Feni,141,2,9,0
2020-12-04,Gaibandha,48,11,35,10
2020-12-04,Gazipur,263,21,202,19
2020-12-04,Gopalganj,21,0,8,0
2020-12-04,Habiganj,36,0,3,0
2020-12-04,Jamalpur,82,1,60,1
2020-12-04,JASHORE,91,7,60,6
2020-12-04,Jhalokati,33,2,21,2
2020-12-04,Jhenaidah,35,6,25,6
2020-12-04,Joypurhat,24,6,22,6
2020-12-04,Khagrachhari,30,7,26,7
2020-12-04,Khulna,82,16,54,16
2020-12-04,KISHOREGANJ,154,5,117,4
2020-12-04,Kurigram,19,4,18,4
2020-12-04,Kushtia,148,11,136,10
2020-12-04,Lakshmipur,63,1,7,0
2020-12-04,Lalmonirhat,11,0,10,0
2020-12-04,Madaripur,90,8,42,7
2020-12-04,Magura,28,2,22,2
2020-12-04,Manikganj,30,3,9,3
2020-12-04,Meherpur,15,1,7,1
2020-12-04,Moulvibazar,92,3,12,1
2020-12-04,Munshiganj,115,8,20,5
2020-12-04,Mymensingh,193,14,151,11
2020-12-04,Naogaon,93,35,86,35
2020-12-04,Narail,31,2,17,1
2020-12-04,Narayanganj,190,21,108,21
2020-12-04,Narsingdi,131,10,66,10
2020-12-04,Natore,16,1,10,0
2020-12-04,Netrakona,37,2,23,2
2020-12-04,Nilphamari,30,5,20,2
2020-12-04,Noakhali,195,8,32,4
2020-12-04,Pabna,245,5,221,5
2020-12-04,Panchagarh,4,0,4,0
2020-12-04,Patuakhali,49,5,42,5
2020-12-04,Pirojpur,36,0,25,0
2020-12-04,Rajbari,83,8,63,8
2020-12-04,Rajshahi,85,8,67,8
2020-12-04,Rangamati,8,0,6,0
2020-12-04,Rangpur,114,23,105,23
2020-12-04,Satkhira,28,0,15,0
2020-12-04,Shariatpur,65,4,26,3
2020-12-04,Sherpur,32,1,23,1
2020-12-04,Sirajganj,133,19,129,19
2020-12-04,Sunamganj,74,5,39,5
2020-12-04,Sylhet,162,22,87,20
2020-12-04,Tangail,127,3,69,3
2020-12-04,Thakurgaon,24,0,19,0
2020-12-05,Bagerhat,29,2,4,1
2020-12-05,Bandarban,8,1,5,0
2020-12-05,Barguna,12,0,3,0
2020-12-05,BARISHAL,108,7,83,7
2020-12-05,Bhola,31,2,7,2
2020-12-05,BOGURA,208,32,185,30
2020-12-05,Brahmanbaria,272,25,100,21
2020-12-05,Chandpur,186,10,70,8
2020-12-05,CHAPAINABABGANJ,10,0,0,0
2020-12-05,CHATTOGRAM,1379,189,547,176
2020-12-05,Chuadanga,21,0,4,0
2020-12-05,COXS BAZAR,305,5,237,5
2020-12-05,CUMILLA,452,21,91,14
2020-12-05,Dhaka,4590,940,3976,921
2020-12-05,Dinajpur,98,20,89,20
2020-12-05,Faridpur,58,5,17,5
2020-12-05,Feni,204,8,53,4
2020-12-05,Gaibandha,53,6,45,6
2020-12-05,Gazipur,129,14,86,13
2020-12-05,Gopalganj,58,4,47,4
2020-12-05,Habiganj,90,5,31,4
2020-12-05,Jamalpur,60,6,43,6
2020-12-05,JASHORE,29,3,11,1
2020-12-05,Jhalokati,20,0,12,0
2020-12-05,Jhenaidah,12,0,4,0
2020-12-05,Joypurhat,15,1,5,1
2020-12-05,Khagrachhari,6,0,2,0
2020-12-05,Khulna,79,6,50,6
2020-12-05,KISHOREGANJ,108,3,55,3
2020-12-05,Kurigram,26,3,20,3
2020-12-05,Kushtia,54,5,37,5
2020-12-05,Lakshmipur,109,3,28,1
2020-12-05,Lalmonirhat,12,2,9,2
2020-12-05,Madaripur,112,9,70,9
2020-12-05,Magura,10,0,2,0
2020-12-05,Manikganj,81,6,44,6
2020-12-05,Meherpur,9,0,0,0
2020-12-05,Moulvibazar,121,2,3,0
2020-12-05,Munshiganj,77,9,20,9
2020-12-05,Mymensingh,162,24,123,23
2020-12-05,Naogaon,7,2,1,1
2020-12-05,Narail,20,0,5,0
2020-12-05,Narayanganj,246,29,169,28
2020-12-05,Narsingdi,77,3,29,3
2020-12-05,Natore,70,9,66,9
2020-12-05,Netrakona,41,3,33,3
2020-12-05,Nilphamari,52,4,42,4
2020-12-05,Noakhali,276,15,95,10
2020-12-05,Pabna,573,19,548,18
2020-12-05,Panchagarh,4,2,3,1
2020-12-05,Patuakhali,17,1,7,1
2020-12-05,Pirojpur,20,0,8,0
2020-12-05,Rajbari,14,1,4,0
2020-12-05,Rajshahi,158,15,151,15
2020-12-05,Rangamati,112,6,102,6
2020-12-05,Rangpur,70,12,65,12
2020-12-05,Satkhira,18,0,8,0
2020-12-05,Shariatpur,43,0,6,0
2020-12-05,Sherpur,26,0,23,0
2020-12-05,Sirajganj,33,1,12,1
2020-12-05,Sunamganj,48,0,5,0
2020-12-05,Sylhet,172,7,21,5
2020-12-05,Tangail,79,5,23,4
2020-12-05,Thakurgaon,48,7,45,7
2020-12-06,Bagerhat,43,4,24,4
2020-12-06,Bandarban,1,0,0,0
2020-12-06,Barguna,12,0,0,0
2020-12-06,BARISHAL,60,8,28,8
2020-12-06,Bhola,37,0,5,0
2020-12-06,BOGURA,136,15,94,15
2020-12-06,Brahmanbaria,258,5,63,5
2020-12-06,Chandpur,186,5,68,4
2020-12-06,CHAPAINABABGANJ,19,0,3,0
2020-12-06,CHATTOGRAM,1377,208,827,193
2020-12-06,Chuadanga,25,2,12,2
2020-12-06,COXS BAZAR,317,12,251,12
2020-12-06,CUMILLA,546,40,137,35
2020-12-06,Dhaka,5774,1286,5289,1266
2020-12-06,Dinajpur,79,13,54,11
2020-12-06,Faridpur,155,15,94,15
2020-12-06,Feni,205,16,60,11
2020-12-06,Gaibandha,25,7,18,6
2020-12-06,Gazipur,278,34,227,34
2020-12-06,Gopalganj,51,9,41,9
2020-12-06,Habiganj,69,1,8,0
2020-12-06,Jamalpur,36,2,19,2
2020-12-06,JASHORE,120,4,83,4
2020-12-06,Jhalokati,11,0,3,0
2020-12-06,Jhenaidah,47,4,24,3
2020-12-06,Joypurhat,11,3,7,3
2020-12-06,Khagrachhari,9,1,7,0
2020-12-06,Khulna,187,24,148,24
2020-12-06,KISHOREGANJ,183,13,114,12
2020-12-06,Kurigram,9,1,5,0
2020-12-06,Kushtia,129,15,98,15
2020-12-06,Lakshmipur,150,8,44,8
2020-12-06,Lalmonirhat,6,1,5,1
2020-12-06,Madaripur,73,3,13,3
2020-12-06,Magura,32,1,18,1
2020-12-06,Manikganj,129,11,85,11
2020-12-06,Meherpur,23,1,12,1
2020-12-06,Moulvibazar,112,2,35,2
2020-12-06,Munshiganj,92,6,18,4
2020-12-06,Mymensingh,156,16,108,16
2020-12-06,Naogaon,33,0,17,0
2020-12-06,Narail,42,0,21,0
2020-12-06,Narayanganj,366,41,286,41
2020-12-06,Narsingdi,147,14,76,13
2020-12-06,Natore,16,1,11,1
2020-12-06,Netrakona,43,2,32,2
2020-12-06,Nilphamari,16,4,12,2
2020-12-06,Noakhali,250,15,95,13
2020-12-06,Pabna,139,8,114,8
2020-12-06,Panchagarh,4,1,4,1
2020-12-06,Patuakhali,27,6,14,5
2020-12-06,Pirojpur,34,1,9,1
2020-12-06,Rajbari,54,6,35,6
2020-12-06,Rajshahi,172,9,149,7
2020-12-06,Rangamati,44,7,44,7
2020-12-06,Rangpur,147,23,137,23
2020-12-06,Satkhira,37,0,14,0
2020-12-06,Shariatpur,47,3,7,3
2020-12-06,Sherpur,9,0,4,0
2020-12-06,Sirajganj,45,2,35,2
2020-12-06,Sunamganj,52,0,6,0
2020-12-06,Sylhet,176,19,91,18
2020-12-06,Tangail,157,24,95,23
2020-12-06,Thakurgaon,25,7,22,7
2020-12-07,Bagerhat,29,2,12,1
2020-12-07,Bandarban,5,1,1,0
2020-12-07,Barguna,10,1,1,1
2020-12-07,BARISHAL,56,19,34,19
2020-12-07,Bhola,13,0,2,0
2020-12-07,BOGURA,211,41,173,41
2020-12-07,Brahmanbaria,198,6,20,5
2020-12-07,Chandpur,144,6,43,5
2020-12-07,CHAPAINABABGANJ,15,0,3,0
2020-12-07,CHATTOGRAM,1545,182,655,169
2020-12-07,Chuadanga,25,6,20,6
2020-12-07,COXS BAZAR,405,14,346,13
2020-12-07,CUMILLA,681,68,385,63
2020-12-07,Dhaka,5814,1129,5175,1108
2020-12-07,Dinajpur,107,10,92,9
2020-12-07,Faridpur,124,15,88,15
2020-12-07,Feni,178,6,47,2
2020-12-07,Gaibandha,42,3,31,3
2020-12-07,Gazipur,294,27,240,27
2020-12-07,Gopalganj,59,7,44,7
2020-12-07,Habiganj,94,2,8,1
2020-12-07,Jamalpur,34,2,24,2
2020-12-07,JASHORE,127,12,90,10
2020-12-07,Jhalokati,4,0,2,0
2020-12-07,Jhenaidah,41,2,16,1
2020-12-07,Joypurhat,11,1,4,1
2020-12-07,Khagrachhari,45,5,37,4
2020-12-07,Khulna,211,15,162,15
2020-12-07,KISHOREGANJ,178,10,111,9
2020-12-07,Kurigram,37,4,29,4
2020-12-07,Kushtia,105,24,87,23
2020-12-07,Lakshmipur,132,4,37,4
2020-12-07,Lalmonirhat,23,2,20,2
2020-12-07,Madaripur,69,6,20,6
2020-12-07,Magura,32,3,24,2
2020-12-07,Manikganj,84,12,50,11
2020-12-07,Meherpur,40,5,26,5
2020-12-07,Moulvibazar,198,5,12,2
2020-12-07,Munshiganj,91,8,26,6
2020-12-07,Mymensingh,207,23,150,22
2020-12-07,Naogaon,19,0,4,0
2020-12-07,Narail,32,3,15,3
2020-12-07,Narayanganj,342,46,282,45
2020-12-07,Narsingdi,158,4,72,2
2020-12-07,Natore,22,3,11,3
2020-12-07,Netrakona,52,2,36,1
2020-12-07,Nilphamari,47,10,36,10
2020-12-07,Noakhali,255,3,77,3
2020-12-07,Pabna,404,7,380,5
2020-12-07,Panchagarh,15,5,14,5
2020-12-07,Patuakhali,20,2,10,2
2020-12-07,Pirojpur,23,0,7,0
2020-12-07,Rajbari,29,2,7,1
2020-12-07,Rajshahi,243,17,208,17
2020-12-07,Rangamati,36,4,29,4
2020-12-07,Rangpur,102,8,95,8
2020-12-07,Satkhira,62,9,46,9
2020-12-07,Shariatpur,57,2,5,1
2020-12-07,Sherpur,36,2,32,2
2020-12-07,Sirajganj,102,19,87,18
2020-12-07,Sunamganj,113,1,13,1
2020-12-07,Sylhet,361,10,95,8
2020-12-07,Tangail,166,4,86,4
2020-12-07,Thakurgaon,39,5,36,5
2020-12-08,Bagerhat,66,6,38,6
2020-12-08,Bandarban,2,0,1,0
2020-12-08,Barguna,33,2,29,2
2020-12-08,BARISHAL,104,21,76,21
2020-12-08,Bhola,58,2,37,2
2020-12-08,BOGURA,229,64,194,64
2020-12-08,Brahmanbaria,258,6,117,4
2020-12-08,Chandpur,124,4,49,2
2020-12-08,CHAPAINABABGANJ,21,2,11,2
2020-12-08,CHATTOGRAM,1276,189,749,182
2020-12-08,Chuadanga,19,1,11,1
2020-12-08,COXS BAZAR,362,11,303,11
2020-12-08,CUMILLA,615,35,196,29
2020-12-08,Dhaka,5363,1189,4744,1167
2020-12-08,Dinajpur,101,17,92,17
2020-12-08,Faridpur,124,20,93,20
2020-12-08,Feni,194,9,62,7
2020-12-08,Gaibandha,61,7,53,7
2020-12-08,Gazipur,286,27,244,27
2020-12-08,Gopalganj,82,14,63,13
2020-12-08,Habiganj,70,1,6,0
2020-12-08,Jamalpur,68,3,56,2
2020-12-08,JASHORE,139,13,104,13
2020-12-08,Jhalokati,13,3,8,3
2020-12-08,Jhenaidah,39,1,16,1
2020-12-08,Joypurhat,68,8,63,8
2020-12-08,Khagrachhari,2,0,0,0
2020-12-08,Khulna,161,20,126,20
2020-12-08,KISHOREGANJ,119,4,84,4
2020-12-08,Kurigram,23,6,23,6
2020-12-08,Kushtia,102,8,92,7
2020-12-08,Lakshmipur,128,3,49,3
2020-12-08,Lalmonirhat,15,0,13,0
2020-12-08,Madaripur,104,10,50,7
2020-12-08,Magura,36,1,27,1
2020-12-08,Manikganj,98,10,70,9
2020-12-08,Meherpur,35,2,20,2
2020-12-08,Moulvibazar,122,2,8,0
2020-12-08,Munshiganj,109,10,45,9
2020-12-08,Mymensingh,208,17,161,16
2020-12-08,Naogaon,49,6,38,6
2020-12-08,Narail,14,1,8,1
2020-12-08,Narayanganj,309,31,241,29
2020-12-08,Narsingdi,119,8,63,7
2020-12-08,Natore,30,0,23,0
2020-12-08,Netrakona,28,0,21,0
2020-12-08,Nilphamari,37,6,30,5
2020-12-08,Noakhali,233,9,82,8
2020-12-08,Pabna,463,19,442,19
2020-12-08,Panchagarh,12,2,11,2
2020-12-08,Patuakhali,36,11,32,11
