test_date,district,tests_combined,cases_combined,tests_nontraveller,cases_nontraveller
2020-06-15,Netrakona,4,2,4,2
2020-06-15,Nilphamari,16,4,16,4
2020-06-15,Noakhali,176,52,176,52
2020-06-15,Pabna,24,8,24,8
2020-06-15,Panchagarh,29,3,29,3
2020-06-15,Patuakhali,112,16,112,16
2020-06-15,Pirojpur,86,23,86,23
2020-06-15,Rajbari,63,10,63,10
2020-06-15,Rajshahi,7,2,7,2
2020-06-15,Rangamati,24,16,24,16
2020-06-15,Rangpur,110,22,110,22
2020-06-15,Satkhira,45,8,45,8
2020-06-15,Shariatpur,63,9,63,9
2020-06-15,Sherpur,15,10,15,10
2020-06-15,Sirajganj,9,6,9,6
2020-06-15,Sunamganj,21,12,21,12
2020-06-15,Sylhet,269,58,269,58
2020-06-15,Tangail,3,0,3,0
2020-06-15,Thakurgaon,52,8,52,8
2020-06-16,Bagerhat,3,0,3,0
2020-06-16,Bandarban,57,8,57,8
2020-06-16,Barguna,60,10,60,10
2020-06-16,BARISHAL,162,32,162,32
2020-06-16,Bhola,50,18,50,18
2020-06-16,BOGURA,258,97,258,97
2020-06-16,Brahmanbaria,6,0,6,0
2020-06-16,Chandpur,20,16,20,16
2020-06-16,CHAPAINABABGANJ,4,1,4,1
2020-06-16,CHATTOGRAM,634,256,631,255
2020-06-16,Chuadanga,59,2,59,2
2020-06-16,COXS BAZAR,497,79,497,79
2020-06-16,CUMILLA,272,71,271,71
2020-06-16,Dhaka,2991,825,2988,825
2020-06-16,Dinajpur,105,15,105,15
2020-06-16,Faridpur,269,103,269,103
2020-06-16,Feni,131,50,131,50
2020-06-16,Gaibandha,41,10,41,10
2020-06-16,Gazipur,413,115,413,115
2020-06-16,Gopalganj,78,32,78,32
2020-06-16,Habiganj,6,1,6,1
2020-06-16,Jamalpur,111,4,111,4
2020-06-16,JASHORE,129,25,129,25
2020-06-16,Jhalokati,42,5,42,5
2020-06-16,Jhenaidah,94,14,94,14
2020-06-16,Khagrachhari,1,0,1,0
2020-06-16,Khulna,175,50,175,50
2020-06-16,KISHOREGANJ,7,3,7,3
2020-06-16,Kurigram,32,1,32,1
2020-06-16,Kushtia,132,19,132,19
2020-06-16,Lakshmipur,30,23,30,23
2020-06-16,Lalmonirhat,9,0,9,0
2020-06-16,Madaripur,181,53,181,53
2020-06-16,Magura,15,1,15,1
2020-06-16,Manikganj,3,1,2,0
2020-06-16,Meherpur,22,2,22,2
2020-06-16,Moulvibazar,3,0,3,0
2020-06-16,Munshiganj,13,6,13,6
2020-06-16,Mymensingh,300,3,300,3
2020-06-16,Naogaon,5,1,5,1
2020-06-16,Narail,18,5,18,5
2020-06-16,Narayanganj,371,106,371,106
2020-06-16,Narsingdi,3,1,3,1
2020-06-16,Natore,3,2,3,2
2020-06-16,Netrakona,96,2,96,2
2020-06-16,Nilphamari,38,8,38,8
2020-06-16,Noakhali,98,45,98,45
2020-06-16,Pabna,4,4,4,4
2020-06-16,Panchagarh,32,1,32,1
2020-06-16,Patuakhali,84,28,84,28
2020-06-16,Pirojpur,14,2,14,2
2020-06-16,Rajbari,84,12,84,12
2020-06-16,Rajshahi,2,0,2,0
2020-06-16,Rangamati,37,5,37,5
2020-06-16,Rangpur,107,13,107,13
2020-06-16,Satkhira,6,0,6,0
2020-06-16,Shariatpur,116,15,116,15
2020-06-16,Sherpur,56,1,56,1
2020-06-16,Sirajganj,5,2,5,2
2020-06-16,Sunamganj,7,4,7,4
2020-06-16,Sylhet,242,43,241,43
2020-06-16,Tangail,3,0,3,0
2020-06-16,Thakurgaon,16,0,16,0
2020-06-17,Bagerhat,77,18,77,18
2020-06-17,Bandarban,140,16,140,16
2020-06-17,Barguna,6,4,6,4
2020-06-17,BARISHAL,141,63,141,63
2020-06-17,Bhola,51,20,51,20
2020-06-17,BOGURA,351,124,351,124
2020-06-17,Brahmanbaria,15,13,15,13
2020-06-17,Chandpur,87,18,87,18
2020-06-17,CHAPAINABABGANJ,2,0,2,0
2020-06-17,CHATTOGRAM,1529,339,1529,339
2020-06-17,Chuadanga,111,21,111,21
2020-06-17,COXS BAZAR,469,81,469,81
2020-06-17,CUMILLA,289,108,289,108
2020-06-17,Dhaka,3501,895,3501,895
2020-06-17,Dinajpur,95,20,95,20
2020-06-17,Faridpur,140,29,140,29
2020-06-17,Feni,105,34,104,33
2020-06-17,Gaibandha,46,11,46,11
2020-06-17,Gazipur,126,42,126,42
2020-06-17,Gopalganj,43,14,43,14
2020-06-17,Habiganj,2,0,2,0
2020-06-17,Jamalpur,8,0,8,0
2020-06-17,JASHORE,54,14,54,14
2020-06-17,Jhalokati,7,2,7,2
2020-06-17,Jhenaidah,2,0,2,0
2020-06-17,Joypurhat,9,8,9,8
2020-06-17,Khagrachhari,1,0,1,0
2020-06-17,Khulna,264,99,264,99
2020-06-17,KISHOREGANJ,4,0,4,0
2020-06-17,Kurigram,28,1,28,1
2020-06-17,Kushtia,127,22,127,22
2020-06-17,Lakshmipur,14,3,14,3
2020-06-17,Lalmonirhat,26,2,26,2
2020-06-17,Madaripur,72,22,72,22
2020-06-17,Magura,16,2,16,2
2020-06-17,Manikganj,248,2,248,2
2020-06-17,Meherpur,40,5,40,5
2020-06-17,Moulvibazar,4,0,4,0
2020-06-17,Munshiganj,7,3,7,3
2020-06-17,Mymensingh,6,4,6,4
2020-06-17,Naogaon,21,12,21,12
2020-06-17,Narail,41,6,41,6
2020-06-17,Narayanganj,347,144,347,144
2020-06-17,Narsingdi,8,4,8,4
2020-06-17,Natore,36,10,36,10
2020-06-17,Nilphamari,39,8,39,8
2020-06-17,Noakhali,182,48,182,48
2020-06-17,Pabna,139,30,139,30
2020-06-17,Panchagarh,20,4,20,4
2020-06-17,Patuakhali,15,6,15,6
2020-06-17,Pirojpur,6,2,6,2
2020-06-17,Rajbari,41,6,41,6
2020-06-17,Rajshahi,7,3,7,3
2020-06-17,Rangamati,63,18,63,18
2020-06-17,Rangpur,104,14,104,14
2020-06-17,Satkhira,2,0,2,0
2020-06-17,Shariatpur,3,0,3,0
2020-06-17,Sirajganj,5,3,5,3
2020-06-17,Sunamganj,18,2,18,2
2020-06-17,Sylhet,229,82,229,82
2020-06-17,Tangail,7,0,7,0
2020-06-17,Thakurgaon,39,3,39,3
2020-06-18,Bagerhat,47,2,47,2
2020-06-18,Bandarban,183,30,183,30
2020-06-18,Barguna,9,2,9,2
2020-06-18,BARISHAL,125,40,125,40
2020-06-18,Bhola,5,1,5,1
2020-06-18,BOGURA,332,121,332,121
2020-06-18,Brahmanbaria,7,3,7,3
2020-06-18,Chandpur,11,5,11,5
2020-06-18,CHAPAINABABGANJ,4,0,4,0
2020-06-18,CHATTOGRAM,322,83,322,83
2020-06-18,Chuadanga,46,5,46,5
2020-06-18,COXS BAZAR,605,103,605,103
2020-06-18,CUMILLA,283,103,283,103
2020-06-18,Dhaka,2709,882,2707,882
2020-06-18,Dinajpur,84,13,84,13
2020-06-18,Faridpur,151,55,151,55
2020-06-18,Feni,8,3,8,3
2020-06-18,Gaibandha,31,5,31,5
2020-06-18,Gazipur,62,42,62,42
2020-06-18,Gopalganj,116,33,116,33
2020-06-18,Habiganj,6,1,6,1
2020-06-18,Jamalpur,5,1,5,1
2020-06-18,JASHORE,30,6,30,6
2020-06-18,Jhalokati,40,10,40,10
2020-06-18,Jhenaidah,64,6,64,6
2020-06-18,Joypurhat,24,3,24,3
2020-06-18,Khulna,266,86,266,86
2020-06-18,KISHOREGANJ,13,5,13,5
2020-06-18,Kurigram,28,8,28,8
2020-06-18,Kushtia,169,47,169,47
2020-06-18,Lakshmipur,4,2,4,2
2020-06-18,Lalmonirhat,24,0,24,0
2020-06-18,Madaripur,77,24,77,24
2020-06-18,Magura,21,4,21,4
2020-06-18,Manikganj,208,23,208,23
2020-06-18,Meherpur,29,1,29,1
2020-06-18,Moulvibazar,4,2,4,2
2020-06-18,Munshiganj,12,7,12,7
2020-06-18,Mymensingh,15,4,15,4
2020-06-18,Naogaon,11,6,11,6
2020-06-18,Narail,52,10,52,10
2020-06-18,Narayanganj,268,19,268,19
2020-06-18,Narsingdi,6,3,6,3
2020-06-18,Natore,28,5,28,5
2020-06-18,Netrakona,5,1,5,1
2020-06-18,Nilphamari,31,9,31,9
2020-06-18,Noakhali,101,32,101,32
2020-06-18,Pabna,96,15,96,15
2020-06-18,Panchagarh,31,4,31,4
2020-06-18,Patuakhali,36,21,36,21
2020-06-18,Pirojpur,18,0,18,0
2020-06-18,Rajbari,39,4,39,4
2020-06-18,Rajshahi,32,6,32,6
2020-06-18,Rangamati,2,0,2,0
2020-06-18,Rangpur,103,8,102,8
2020-06-18,Satkhira,59,6,59,6
2020-06-18,Shariatpur,28,6,28,6
2020-06-18,Sherpur,3,0,3,0
2020-06-18,Sirajganj,2,1,2,1
2020-06-18,Sunamganj,10,4,10,4
2020-06-18,Sylhet,197,48,197,48
2020-06-18,Tangail,3,0,3,0
2020-06-18,Thakurgaon,36,5,36,5
2020-06-19,Bagerhat,8,3,8,3
2020-06-19,Bandarban,95,30,95,30
2020-06-19,Barguna,24,8,24,8
2020-06-19,BARISHAL,124,45,124,45
2020-06-19,Bhola,2,1,2,1
2020-06-19,BOGURA,268,75,268,75
2020-06-19,Brahmanbaria,5,1,5,1
2020-06-19,Chandpur,60,40,60,40
2020-06-19,CHAPAINABABGANJ,1,1,1,1
2020-06-19,CHATTOGRAM,623,167,623,167
2020-06-19,Chuadanga,37,8,37,8
2020-06-19,COXS BAZAR,696,165,696,165
2020-06-19,CUMILLA,117,34,117,34
2020-06-19,Dhaka,2604,778,2602,777
2020-06-19,Dinajpur,131,17,130,17
2020-06-19,Faridpur,188,53,188,53
2020-06-19,Feni,22,7,22,7
2020-06-19,Gaibandha,34,9,34,9
2020-06-19,Gazipur,73,51,73,51
2020-06-19,Gopalganj,83,22,83,22
2020-06-19,Habiganj,21,21,21,21
2020-06-19,Jamalpur,6,2,6,2
2020-06-19,JASHORE,68,38,68,38
2020-06-19,Jhalokati,39,12,39,12
2020-06-19,Jhenaidah,9,3,9,3
2020-06-19,Joypurhat,3,2,3,2
2020-06-19,Khagrachhari,23,7,23,7
2020-06-19,Khulna,358,134,358,134
2020-06-19,KISHOREGANJ,94,18,94,18
2020-06-19,Kurigram,26,2,26,2
2020-06-19,Kushtia,130,23,130,23
2020-06-19,Lakshmipur,14,12,14,12
2020-06-19,Lalmonirhat,25,1,25,1
2020-06-19,Madaripur,2,1,2,1
2020-06-19,Magura,16,8,16,8
2020-06-19,Manikganj,255,30,255,30
2020-06-19,Meherpur,21,2,21,2
2020-06-19,Moulvibazar,6,4,6,4
2020-06-19,Munshiganj,8,2,8,2
2020-06-19,Mymensingh,158,1,158,1
2020-06-19,Naogaon,4,0,4,0
2020-06-19,Narail,16,8,16,8
2020-06-19,Narayanganj,294,106,294,106
2020-06-19,Narsingdi,2,0,2,0
2020-06-19,Natore,20,3,20,3
2020-06-19,Nilphamari,34,8,34,8
2020-06-19,Noakhali,45,29,45,29
2020-06-19,Pabna,75,10,75,10
2020-06-19,Panchagarh,8,4,8,4
2020-06-19,Patuakhali,17,10,17,10
2020-06-19,Pirojpur,2,1,2,1
2020-06-19,Rajbari,46,22,46,22
2020-06-19,Rajshahi,82,5,82,5
2020-06-19,Rangamati,1,0,1,0
2020-06-19,Rangpur,107,15,107,15
2020-06-19,Satkhira,3,1,3,1
2020-06-19,Shariatpur,17,2,17,2
2020-06-19,Sirajganj,7,1,7,1
2020-06-19,Sunamganj,17,13,17,13
2020-06-19,Sylhet,192,71,190,70
2020-06-19,Tangail,5,0,5,0
2020-06-19,Thakurgaon,20,2,20,2
2020-06-20,Bagerhat,19,8,19,8
2020-06-20,Bandarban,44,19,44,19
2020-06-20,Barguna,26,8,26,8
2020-06-20,BARISHAL,114,69,114,69
2020-06-20,Bhola,4,3,4,3
2020-06-20,BOGURA,409,187,409,187
2020-06-20,Brahmanbaria,94,81,94,81
2020-06-20,Chandpur,116,39,116,39
2020-06-20,CHAPAINABABGANJ,1,1,1,1
2020-06-20,CHATTOGRAM,513,155,511,155
2020-06-20,Chuadanga,38,4,38,4
2020-06-20,COXS BAZAR,171,27,171,27
2020-06-20,CUMILLA,248,88,248,88
2020-06-20,Dhaka,2843,958,2842,958
2020-06-20,Dinajpur,103,15,103,15
2020-06-20,Faridpur,291,84,291,84
2020-06-20,Feni,4,2,4,2
2020-06-20,Gaibandha,40,4,40,4
2020-06-20,Gazipur,87,12,87,12
2020-06-20,Gopalganj,58,20,58,20
2020-06-20,Habiganj,57,15,57,15
2020-06-20,Jamalpur,152,26,152,26
2020-06-20,JASHORE,34,10,34,10
2020-06-20,Jhalokati,12,10,12,10
2020-06-20,Jhenaidah,5,0,5,0
2020-06-20,Joypurhat,5,1,5,1
2020-06-20,Khagrachhari,3,0,3,0
2020-06-20,Khulna,492,197,492,197
2020-06-20,KISHOREGANJ,15,14,15,14
2020-06-20,Kurigram,23,0,23,0
2020-06-20,Kushtia,134,27,134,27
2020-06-20,Lakshmipur,46,44,46,44
2020-06-20,Lalmonirhat,25,0,25,0
2020-06-20,Madaripur,81,57,81,57
2020-06-20,Magura,12,3,12,3
2020-06-20,Manikganj,238,25,238,25
2020-06-20,Meherpur,36,6,36,6
2020-06-20,Munshiganj,4,2,4,2
2020-06-20,Mymensingh,313,87,313,87
2020-06-20,Naogaon,9,0,9,0
2020-06-20,Narail,36,17,36,17
2020-06-20,Narayanganj,218,69,218,69
2020-06-20,Narsingdi,3,2,3,2
2020-06-20,Natore,39,6,39,6
2020-06-20,Netrakona,64,15,64,15
2020-06-20,Nilphamari,40,8,40,8
2020-06-20,Noakhali,47,42,47,42
2020-06-20,Pabna,26,3,26,3
2020-06-20,Panchagarh,26,3,26,3
2020-06-20,Patuakhali,28,8,28,8
2020-06-20,Pirojpur,1,1,1,1
2020-06-20,Rajbari,50,23,50,23
2020-06-20,Rajshahi,55,11,55,11
2020-06-20,Rangamati,2,0,2,0
2020-06-20,Rangpur,112,12,112,12
2020-06-20,Satkhira,9,0,9,0
2020-06-20,Shariatpur,15,2,15,2
2020-06-20,Sherpur,87,20,87,20
2020-06-20,Sirajganj,98,12,98,12
2020-06-20,Sunamganj,15,2,15,2
2020-06-20,Sylhet,120,18,120,18
2020-06-20,Tangail,10,6,10,6
2020-06-20,Thakurgaon,24,1,24,1
2020-06-21,Bagerhat,16,2,16,2
2020-06-21,Bandarban,17,6,17,6
2020-06-21,Barguna,2,0,2,0
2020-06-21,BARISHAL,139,53,139,53
2020-06-21,Bhola,6,2,6,2
2020-06-21,BOGURA,467,144,467,144
2020-06-21,Brahmanbaria,116,27,116,27
2020-06-21,Chandpur,87,37,87,37
2020-06-21,CHAPAINABABGANJ,154,2,154,2
2020-06-21,CHATTOGRAM,797,186,797,186
2020-06-21,Chuadanga,18,7,18,7
2020-06-21,COXS BAZAR,278,69,278,69
2020-06-21,CUMILLA,241,117,241,117
2020-06-21,Dhaka,3212,1013,3210,1013
2020-06-21,Dinajpur,109,19,109,19
2020-06-21,Faridpur,233,69,233,69
2020-06-21,Feni,5,1,5,1
2020-06-21,Gaibandha,29,4,29,4
2020-06-21,Gazipur,89,46,89,46
2020-06-21,Gopalganj,104,35,104,35
2020-06-21,Habiganj,76,48,76,48
2020-06-21,Jamalpur,100,11,100,11
2020-06-21,JASHORE,63,19,63,19
2020-06-21,Jhalokati,41,16,41,16
2020-06-21,Jhenaidah,9,6,9,6
2020-06-21,Joypurhat,4,1,4,1
2020-06-21,Khagrachhari,39,19,39,19
2020-06-21,Khulna,298,128,298,128
2020-06-21,KISHOREGANJ,72,10,72,10
2020-06-21,Kurigram,26,1,26,1
2020-06-21,Kushtia,186,44,186,44
2020-06-21,Lakshmipur,75,14,75,14
2020-06-21,Lalmonirhat,28,5,28,5
2020-06-21,Madaripur,29,25,29,25
2020-06-21,Magura,6,2,6,2
2020-06-21,Manikganj,4,1,4,1
2020-06-21,Meherpur,22,2,22,2
2020-06-21,Moulvibazar,82,27,80,27
2020-06-21,Munshiganj,13,2,13,2
2020-06-21,Mymensingh,338,104,338,104
2020-06-21,Naogaon,3,1,3,1
2020-06-21,Narail,4,1,4,1
2020-06-21,Narayanganj,217,58,217,58
2020-06-21,Narsingdi,12,3,12,3
2020-06-21,Natore,116,10,116,10
2020-06-21,Netrakona,10,3,10,3
2020-06-21,Nilphamari,34,3,34,3
2020-06-21,Noakhali,105,34,105,34
2020-06-21,Pabna,72,8,72,8
2020-06-21,Panchagarh,28,1,28,1
2020-06-21,Patuakhali,33,7,33,7
2020-06-21,Pirojpur,6,4,6,4
2020-06-21,Rajbari,19,18,19,18
2020-06-21,Rajshahi,37,9,37,9
2020-06-21,Rangamati,69,29,69,29
2020-06-21,Rangpur,109,21,109,21
2020-06-21,Satkhira,3,0,3,0
2020-06-21,Shariatpur,4,2,4,2
2020-06-21,Sherpur,9,8,9,8
2020-06-21,Sirajganj,97,15,97,15
2020-06-21,Sunamganj,15,10,15,10
2020-06-21,Sylhet,290,73,288,73
2020-06-21,Tangail,11,4,11,4
2020-06-21,Thakurgaon,27,6,27,6
2020-06-22,Bagerhat,50,10,50,10
2020-06-22,Bandarban,81,39,81,39
2020-06-22,Barguna,3,1,3,1
2020-06-22,BARISHAL,173,61,172,61
2020-06-22,Bhola,28,25,28,25
2020-06-22,BOGURA,210,117,210,117
2020-06-22,Brahmanbaria,187,48,187,48
2020-06-22,Chandpur,172,28,172,28
2020-06-22,CHATTOGRAM,685,166,685,166
2020-06-22,Chuadanga,30,9,30,9
2020-06-22,COXS BAZAR,656,137,656,137
2020-06-22,CUMILLA,248,102,247,102
2020-06-22,Dhaka,3596,1076,3593,1076
2020-06-22,Dinajpur,20,11,20,11
2020-06-22,Faridpur,229,87,229,87
2020-06-22,Feni,4,2,4,2
2020-06-22,Gaibandha,39,9,39,9
2020-06-22,Gazipur,187,44,187,44
2020-06-22,Gopalganj,94,27,94,27
2020-06-22,Habiganj,196,56,196,56
2020-06-22,Jamalpur,114,28,114,28
2020-06-22,JASHORE,117,32,117,32
2020-06-22,Jhalokati,8,2,8,2
2020-06-22,Jhenaidah,50,5,50,5
2020-06-22,Joypurhat,6,3,6,3
2020-06-22,Khagrachhari,66,11,66,11
2020-06-22,Khulna,143,71,143,71
2020-06-22,KISHOREGANJ,105,13,104,13
2020-06-22,Kurigram,29,1,29,1
2020-06-22,Kushtia,96,15,96,15
2020-06-22,Lakshmipur,274,81,274,81
2020-06-22,Lalmonirhat,26,2,26,2
2020-06-22,Madaripur,4,0,4,0
2020-06-22,Magura,23,8,23,8
2020-06-22,Manikganj,66,3,66,3
2020-06-22,Meherpur,27,7,27,7
2020-06-22,Moulvibazar,85,30,84,30
2020-06-22,Munshiganj,13,3,12,3
2020-06-22,Mymensingh,596,108,596,108
2020-06-22,Naogaon,12,0,12,0
2020-06-22,Narail,34,11,34,11
2020-06-22,Narayanganj,31,10,31,10
2020-06-22,Narsingdi,6,3,6,3
2020-06-22,Natore,2,0,2,0
2020-06-22,Netrakona,18,5,18,5
2020-06-22,Nilphamari,13,7,13,7
2020-06-22,Noakhali,256,52,256,52
2020-06-22,Pabna,640,58,640,58
2020-06-22,Panchagarh,2,1,2,1
2020-06-22,Patuakhali,44,9,44,9
2020-06-22,Pirojpur,45,6,45,6
2020-06-22,Rajbari,63,60,63,60
2020-06-22,Rajshahi,28,14,28,14
2020-06-22,Rangamati,54,19,54,19
2020-06-22,Rangpur,104,13,104,13
2020-06-22,Satkhira,40,7,40,7
2020-06-22,Shariatpur,2,2,2,2
2020-06-22,Sherpur,83,9,83,9
2020-06-22,Sirajganj,101,24,101,24
2020-06-22,Sunamganj,7,1,7,1
2020-06-22,Sylhet,184,47,184,47
2020-06-22,Tangail,16,4,16,4
2020-06-22,Thakurgaon,2,0,2,0
2020-06-23,Bagerhat,61,9,61,9
2020-06-23,Bandarban,175,38,175,38
2020-06-23,Barguna,21,6,21,6
2020-06-23,BARISHAL,71,17,71,17
2020-06-23,Bhola,5,0,5,0
2020-06-23,BOGURA,352,99,351,99
2020-06-23,Brahmanbaria,250,45,250,45
2020-06-23,Chandpur,148,76,148,76
2020-06-23,CHAPAINABABGANJ,120,2,120,2
2020-06-23,CHATTOGRAM,609,177,606,177
2020-06-23,Chuadanga,30,14,30,14
2020-06-23,COXS BAZAR,309,113,309,113
2020-06-23,CUMILLA,357,119,357,119
2020-06-23,Dhaka,3761,942,3760,942
2020-06-23,Dinajpur,20,14,20,14
2020-06-23,Faridpur,295,125,295,125
2020-06-23,Feni,170,40,170,40
2020-06-23,Gaibandha,9,1,9,1
2020-06-23,Gazipur,115,37,115,37
2020-06-23,Gopalganj,102,25,102,25
2020-06-23,Habiganj,8,4,8,4
2020-06-23,Jamalpur,5,3,5,3
2020-06-23,JASHORE,14,2,13,2
2020-06-23,Jhalokati,49,20,49,20
2020-06-23,Jhenaidah,3,1,3,1
2020-06-23,Joypurhat,5,3,5,3
2020-06-23,Khagrachhari,1,0,1,0
2020-06-23,Khulna,277,85,277,85
2020-06-23,KISHOREGANJ,93,17,93,17
2020-06-23,Kurigram,19,0,19,0
2020-06-23,Kushtia,213,52,213,52
2020-06-23,Lakshmipur,80,33,80,33
2020-06-23,Lalmonirhat,7,0,7,0
2020-06-23,Madaripur,6,1,6,1
2020-06-23,Magura,20,9,20,9
2020-06-23,Manikganj,95,13,94,13
2020-06-23,Meherpur,27,5,27,5
2020-06-23,Moulvibazar,4,0,4,0
2020-06-23,Munshiganj,10,4,10,4
2020-06-23,Mymensingh,333,33,332,33
2020-06-23,Naogaon,7,1,7,1
2020-06-23,Narail,45,9,45,9
2020-06-23,Narayanganj,148,33,148,33
2020-06-23,Narsingdi,19,4,19,4
2020-06-23,Natore,3,0,2,0
2020-06-23,Netrakona,282,89,282,89
2020-06-23,Nilphamari,10,9,10,9
2020-06-23,Noakhali,330,55,328,55
2020-06-23,Pabna,220,55,219,55
2020-06-23,Panchagarh,5,2,5,2
2020-06-23,Patuakhali,43,8,43,8
2020-06-23,Pirojpur,50,11,49,11
2020-06-23,Rajbari,86,17,86,17
2020-06-23,Rajshahi,50,10,50,10
2020-06-23,Rangamati,12,2,11,2
2020-06-23,Rangpur,2,0,2,0
2020-06-23,Satkhira,14,0,13,0
2020-06-23,Shariatpur,170,31,170,31
2020-06-23,Sherpur,5,1,5,1
2020-06-23,Sirajganj,114,24,114,24
2020-06-23,Sunamganj,29,6,29,6
2020-06-23,Sylhet,263,90,261,90
2020-06-23,Tangail,22,7,22,7
2020-06-23,Thakurgaon,4,4,4,4
2020-06-24,Bagerhat,49,12,49,12
2020-06-24,Bandarban,102,8,102,8
2020-06-24,Barguna,28,16,28,16
2020-06-24,BARISHAL,162,38,162,38
2020-06-24,Bhola,48,9,48,9
2020-06-24,BOGURA,251,132,251,132
2020-06-24,Brahmanbaria,38,2,38,2
2020-06-24,Chandpur,237,14,237,14
2020-06-24,CHAPAINABABGANJ,4,3,4,3
2020-06-24,CHATTOGRAM,398,137,398,137
2020-06-24,Chuadanga,32,9,32,9
2020-06-24,COXS BAZAR,510,114,510,114
2020-06-24,CUMILLA,398,138,397,138
2020-06-24,Dhaka,3109,925,3104,922
2020-06-24,Dinajpur,22,9,22,9
2020-06-24,Faridpur,252,66,252,66
2020-06-24,Feni,357,75,357,75
2020-06-24,Gaibandha,24,11,24,11
2020-06-24,Gazipur,111,43,111,43
2020-06-24,Gopalganj,95,22,95,22
2020-06-24,Habiganj,5,2,5,2
2020-06-24,Jamalpur,107,10,107,10
2020-06-24,JASHORE,100,31,100,31
2020-06-24,Jhalokati,6,2,6,2
2020-06-24,Jhenaidah,31,9,31,9
2020-06-24,Joypurhat,4,1,4,1
2020-06-24,Khagrachhari,1,0,1,0
2020-06-24,Khulna,396,210,396,210
2020-06-24,KISHOREGANJ,32,16,32,16
2020-06-24,Kurigram,4,2,4,2
2020-06-24,Kushtia,138,37,138,37
2020-06-24,Lakshmipur,170,40,170,40
2020-06-24,Lalmonirhat,5,3,5,3
2020-06-24,Madaripur,19,8,19,8
2020-06-24,Magura,48,9,48,9
2020-06-24,Manikganj,79,11,79,11
2020-06-24,Meherpur,23,8,23,8
2020-06-24,Moulvibazar,5,1,5,1
2020-06-24,Munshiganj,12,3,12,3
2020-06-24,Mymensingh,725,125,725,125
2020-06-24,Naogaon,7,1,7,1
2020-06-24,Narail,82,25,82,25
2020-06-24,Narayanganj,323,79,323,79
2020-06-24,Narsingdi,8,1,8,1
2020-06-24,Natore,2,2,2,2
2020-06-24,Netrakona,25,4,25,4
2020-06-24,Nilphamari,4,1,4,1
2020-06-24,Noakhali,299,78,298,78
2020-06-24,Pabna,13,10,13,10
2020-06-24,Patuakhali,55,23,55,23
2020-06-24,Pirojpur,39,11,39,11
2020-06-24,Rajbari,140,15,140,15
2020-06-24,Rajshahi,3,1,3,1
2020-06-24,Rangamati,1,1,1,1
2020-06-24,Rangpur,26,19,26,19
2020-06-24,Satkhira,19,2,19,2
2020-06-24,Shariatpur,2,1,2,1
2020-06-24,Sherpur,31,3,31,3
2020-06-24,Sirajganj,96,30,96,30
2020-06-24,Sunamganj,5,1,5,1
2020-06-24,Sylhet,208,86,208,86
2020-06-24,Tangail,54,24,54,24
2020-06-25,Bagerhat,56,11,56,11
2020-06-25,Bandarban,147,23,147,23
2020-06-25,Barguna,5,2,5,2
2020-06-25,BARISHAL,124,30,124,30
2020-06-25,Bhola,27,6,27,6
2020-06-25,BOGURA,367,113,367,113
2020-06-25,Brahmanbaria,168,59,168,59
2020-06-25,Chandpur,93,66,93,66
2020-06-25,CHAPAINABABGANJ,3,1,3,1
2020-06-25,CHATTOGRAM,473,140,473,140
2020-06-25,COXS BAZAR,625,89,625,89
2020-06-25,CUMILLA,405,134,405,134
2020-06-25,Dhaka,3828,1147,3827,1147
2020-06-25,Dinajpur,33,28,33,28
2020-06-25,Faridpur,425,111,425,111
2020-06-25,Feni,248,46,248,46
2020-06-25,Gaibandha,37,10,37,10
2020-06-25,Gazipur,72,16,72,16
2020-06-25,Gopalganj,113,23,113,23
2020-06-25,Habiganj,4,1,4,1
2020-06-25,Jamalpur,127,8,127,8
2020-06-25,JASHORE,84,32,84,32
2020-06-25,Jhalokati,47,19,47,19
2020-06-25,Jhenaidah,13,9,13,9
2020-06-25,Joypurhat,348,66,348,66
2020-06-25,Khagrachhari,12,3,12,3
2020-06-25,Khulna,264,82,264,82
2020-06-25,KISHOREGANJ,42,33,42,33
2020-06-25,Kurigram,26,4,26,4
2020-06-25,Kushtia,169,46,169,46
2020-06-25,Lakshmipur,123,35,123,35
2020-06-25,Lalmonirhat,5,4,5,4
2020-06-25,Madaripur,162,39,162,39
2020-06-25,Magura,36,7,36,7
2020-06-25,Manikganj,276,50,276,50
2020-06-25,Meherpur,4,2,4,2
2020-06-25,Moulvibazar,126,7,126,7
2020-06-25,Munshiganj,4,4,4,4
2020-06-25,Mymensingh,270,18,270,18
2020-06-25,Naogaon,427,136,427,136
2020-06-25,Narail,2,1,2,1
2020-06-25,Narayanganj,531,126,531,126
2020-06-25,Narsingdi,6,1,6,1
2020-06-25,Natore,87,8,87,8
2020-06-25,Netrakona,29,2,29,2
2020-06-25,Nilphamari,9,6,9,6
2020-06-25,Noakhali,359,92,359,92
2020-06-25,Pabna,154,19,154,19
2020-06-25,Panchagarh,5,3,5,3
2020-06-25,Patuakhali,49,20,49,20
2020-06-25,Pirojpur,3,0,3,0
2020-06-25,Rajbari,137,44,137,44
2020-06-25,Rajshahi,132,33,132,33
2020-06-25,Rangamati,28,9,28,9
2020-06-25,Rangpur,43,8,43,8
2020-06-25,Satkhira,38,9,38,9
2020-06-25,Shariatpur,13,10,13,10
2020-06-25,Sherpur,156,12,156,12
