Date,ML,Low_90,High_90
2022-01-18,0.6900000000000001,0.0,1.53
2022-01-19,0.6900000000000001,0.0,1.54
2022-01-20,0.6900000000000001,0.0,1.54
2022-01-21,0.7000000000000001,0.0,1.55
2022-01-22,0.7000000000000001,0.0,1.56
2022-01-23,0.62,0.0,1.52
2022-01-24,0.62,0.0,1.52
2022-01-25,0.62,0.0,1.53
2022-01-26,0.62,0.0,1.54
2022-01-27,0.62,0.0,1.55
2022-01-28,0.61,0.0,1.55
2022-01-29,0.61,0.0,1.56
2022-01-30,0.61,0.0,1.57
2022-01-31,0.61,0.0,1.57
2022-02-01,0.61,0.0,1.58
2022-02-02,0.61,0.0,1.59
2022-02-03,0.61,0.0,1.59
2022-02-04,0.61,0.0,1.6
2022-02-05,0.62,0.0,1.6
2022-02-06,0.62,0.0,1.61
2022-02-07,0.62,0.0,1.61
2022-02-08,0.62,0.0,1.62
2022-02-09,0.62,0.0,1.62
2022-02-10,0.62,0.0,1.6300000000000001
2022-02-11,0.62,0.0,1.6300000000000001
2022-02-12,0.5,0.0,1.58
2022-02-13,0.49,0.0,1.59
2022-02-14,0.48,0.0,1.6
2022-02-15,0.47000000000000003,0.0,1.61
2022-02-16,0.46,0.0,1.61
2022-02-17,0.45,0.0,1.62
2022-02-18,0.45,0.0,1.6300000000000001
2022-02-19,0.44,0.0,1.6300000000000001
2022-02-20,0.44,0.0,1.6400000000000001
2022-02-21,0.44,0.0,1.6500000000000001
2022-02-22,0.43,0.0,1.6500000000000001
2022-02-23,0.43,0.0,1.6600000000000001
2022-02-24,0.43,0.0,1.67
2022-02-25,0.43,0.0,1.67
2022-02-26,0.42,0.0,1.68
2022-02-27,0.42,0.0,1.68
2022-02-28,0.42,0.0,1.69
2022-03-01,0.42,0.0,1.7
2022-03-02,0.42,0.0,1.7
2022-03-03,0.42,0.0,1.71
2022-03-04,0.42,0.0,1.71
2022-03-05,0.42,0.0,1.72
2022-03-06,0.42,0.0,1.72
2022-03-07,0.42,0.0,1.73
2022-03-08,0.42,0.0,1.73
