iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
BGD,Asia,Bangladesh,2020-10-05,370132.0,1442.0,1368.143,5375.0,27.0,26.0,2247.455,8.756,8.307,32.637,0.164,0.158,0.96,,,,,,,,,11767.0,2004394.0,12.171,0.071,11436.0,0.069,0.12,8.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-06,371631.0,1499.0,1369.714,5405.0,30.0,26.571,2256.557,9.102,8.317,32.819,0.182,0.161,0.97,,,,,,,,,12345.0,2016739.0,12.246,0.075,11361.0,0.069,0.121,8.3,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-07,373151.0,1520.0,1381.714,5440.0,35.0,27.0,2265.787,9.229,8.39,33.032,0.213,0.164,0.97,,,,,,,,,13032.0,2029771.0,12.325,0.079,11308.0,0.069,0.122,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-08,374592.0,1441.0,1372.143,5460.0,20.0,26.857,2274.536,8.75,8.332,33.153,0.121,0.163,0.97,,,,,,,,,12605.0,2042376.0,12.401,0.077,11477.0,0.07,0.12,8.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-09,375870.0,1278.0,1355.286,5477.0,17.0,24.571,2282.296,7.76,8.229,33.257,0.103,0.149,0.97,,,,,,,,,11256.0,2053632.0,12.47,0.068,11488.0,0.07,0.118,8.5,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-10,377073.0,1203.0,1358.286,5500.0,23.0,25.0,2289.601,7.305,8.248,33.396,0.14,0.152,0.99,,,,,,,,,10859.0,2064491.0,12.536,0.066,11675.0,0.071,0.116,8.6,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-11,378266.0,1193.0,1368.0,5524.0,24.0,25.143,2296.845,7.244,8.307,33.542,0.146,0.153,1.0,,,,,,,,,9467.0,2073958.0,12.593,0.057,11619.0,0.071,0.118,8.5,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-12,379738.0,1472.0,1372.286,5555.0,31.0,25.714,2305.783,8.938,8.333,33.73,0.188,0.156,1.02,,,,,,,,,13227.0,2087185.0,12.673,0.08,11827.0,0.072,0.116,8.6,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-13,381275.0,1537.0,1377.714,5577.0,22.0,24.571,2315.116,9.333,8.366,33.864,0.134,0.149,1.04,,,,,,,,,13815.0,2101000.0,12.757,0.084,12037.0,0.073,0.114,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-14,382959.0,1684.0,1401.143,5593.0,16.0,21.857,2325.341,10.225,8.508,33.961,0.097,0.133,1.05,,,,,,,,,14411.0,2115411.0,12.845,0.088,12234.0,0.074,0.115,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-15,384559.0,1600.0,1423.857,5608.0,15.0,21.143,2335.056,9.715,8.646,34.052,0.091,0.128,1.04,,,,,,,,,14104.0,2129515.0,12.93,0.086,12448.0,0.076,0.114,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-16,386086.0,1527.0,1459.429,5623.0,15.0,20.857,2344.328,9.272,8.862,34.143,0.091,0.127,1.03,,,,,,,,,13577.0,2143092.0,13.013,0.082,12780.0,0.078,0.114,8.8,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-17,387295.0,1209.0,1460.286,5646.0,23.0,20.857,2351.67,7.341,8.867,34.283,0.14,0.127,1.03,,,,,,,,,11573.0,2154665.0,13.083,0.07,12882.0,0.078,0.113,8.8,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-18,388569.0,1274.0,1471.857,5660.0,14.0,19.429,2359.405,7.736,8.937,34.368,0.085,0.118,1.02,,,,,,,,,11866.0,2166531.0,13.155,0.072,13225.0,0.08,0.111,9.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-19,390206.0,1637.0,1495.429,5681.0,21.0,18.0,2369.345,9.94,9.08,34.495,0.128,0.109,1.02,,,,,,,,,15146.0,2181677.0,13.247,0.092,13499.0,0.082,0.111,9.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-20,391586.0,1380.0,1473.0,5699.0,18.0,17.429,2377.725,8.379,8.944,34.605,0.109,0.106,1.01,,,,,,,,,13611.0,2195288.0,13.33,0.083,13470.0,0.082,0.109,9.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-21,393131.0,1545.0,1453.143,5723.0,24.0,18.571,2387.106,9.381,8.824,34.75,0.146,0.113,1.01,,,,,,,,,14086.0,2209374.0,13.415,0.086,13423.0,0.082,0.108,9.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-22,394827.0,1696.0,1466.857,5747.0,24.0,19.857,2397.404,10.298,8.907,34.896,0.146,0.121,1.01,,,,,,,,,14958.0,2224332.0,13.506,0.091,13545.0,0.082,0.108,9.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-23,396413.0,1586.0,1475.286,5761.0,14.0,19.714,2407.034,9.63,8.958,34.981,0.085,0.12,1.01,,,,,,,,,14119.0,2238451.0,13.592,0.086,13623.0,0.083,0.108,9.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-24,397507.0,1094.0,1458.857,5780.0,19.0,19.143,2413.677,6.643,8.858,35.096,0.115,0.116,0.99,,,,,,,,,10998.0,2249449.0,13.659,0.067,13541.0,0.082,0.108,9.3,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-25,398815.0,1308.0,1463.714,5803.0,23.0,20.429,2421.619,7.942,8.888,35.236,0.14,0.124,0.99,,,,,,,,,10998.0,2260447.0,13.726,0.067,13417.0,0.081,0.109,9.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-26,400251.0,1436.0,1435.0,5818.0,15.0,19.571,2430.339,8.719,8.713,35.327,0.091,0.119,0.98,,,,,,,,,11103.0,2271550.0,13.793,0.067,12839.0,0.078,0.112,8.9,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-27,401586.0,1335.0,1428.571,5838.0,20.0,19.857,2438.445,8.106,8.674,35.449,0.121,0.121,0.99,,,,,,,,,12617.0,2284167.0,13.87,0.077,12697.0,0.077,0.113,8.9,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-28,403079.0,1493.0,1421.143,5861.0,23.0,19.714,2447.511,9.066,8.629,35.588,0.14,0.12,1.01,,,,,,,,,12357.0,2296524.0,13.945,0.075,12450.0,0.076,0.114,8.8,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-29,404760.0,1681.0,1419.0,5886.0,25.0,19.857,2457.718,10.207,8.616,35.74,0.152,0.121,1.04,,,,,,,,,14268.0,2310792.0,14.031,0.087,12351.0,0.075,0.115,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-30,406364.0,1604.0,1421.571,5905.0,19.0,20.571,2467.457,9.74,8.632,35.855,0.115,0.125,1.06,,,,,,,,,14141.0,2324933.0,14.117,0.086,12355.0,0.075,0.115,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-10-31,407684.0,1320.0,1453.857,5923.0,18.0,20.429,2475.472,8.015,8.828,35.965,0.109,0.124,1.07,,,,,,,,,11532.0,2336465.0,14.187,0.07,12431.0,0.075,0.117,8.6,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-01,409252.0,1568.0,1491.0,5941.0,18.0,19.714,2484.993,9.521,9.053,36.074,0.109,0.12,1.07,,,,,,,,,11532.0,2347997.0,14.257,0.07,12507.0,0.076,0.119,8.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-02,410988.0,1736.0,1533.857,5966.0,25.0,21.143,2495.534,10.541,9.314,36.226,0.152,0.128,1.07,,,,,,,,,11532.0,2359529.0,14.327,0.07,12568.0,0.076,0.122,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-03,412647.0,1659.0,1580.143,5983.0,17.0,20.714,2505.608,10.074,9.595,36.329,0.103,0.126,1.05,,,,,,,,,14061.0,2373590.0,14.413,0.085,12775.0,0.078,0.124,8.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-04,414164.0,1517.0,1583.571,6004.0,21.0,20.429,2514.819,9.211,9.616,36.457,0.128,0.124,1.04,,,,,,,,,13914.0,2387504.0,14.497,0.084,12997.0,0.079,0.122,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-05,416006.0,1842.0,1606.571,6021.0,17.0,19.286,2526.004,11.185,9.755,36.56,0.103,0.117,1.03,,,,,,,,,15225.0,2402729.0,14.589,0.092,13134.0,0.08,0.122,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-06,417475.0,1469.0,1587.286,6036.0,15.0,18.714,2534.924,8.92,9.638,36.651,0.091,0.114,1.03,,,,,,,,,13521.0,2416250.0,14.672,0.082,13045.0,0.079,0.122,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-07,418764.0,1289.0,1582.857,6049.0,13.0,18.0,2542.75,7.827,9.611,36.73,0.079,0.109,1.03,,,,,,,,,11419.0,2427669.0,14.741,0.069,13029.0,0.079,0.121,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-08,420238.0,1474.0,1569.429,6067.0,18.0,18.0,2551.701,8.95,9.53,36.839,0.109,0.109,1.04,,,,,,,,,12760.0,2440429.0,14.818,0.077,13205.0,0.08,0.119,8.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-09,421921.0,1683.0,1561.857,6092.0,25.0,18.0,2561.92,10.219,9.484,36.991,0.152,0.109,1.05,,,,,,,,,14042.0,2454471.0,14.904,0.085,13563.0,0.082,0.115,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-10,423620.0,1699.0,1567.571,6108.0,16.0,17.857,2572.236,10.316,9.518,37.088,0.097,0.108,1.06,,,,,,,,,13520.0,2467991.0,14.986,0.082,13486.0,0.082,0.116,8.6,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-11,425353.0,1733.0,1598.429,6127.0,19.0,17.571,2582.759,10.523,9.706,37.203,0.115,0.107,1.08,,,,,,,,,14524.0,2482515.0,15.074,0.088,13573.0,0.082,0.118,8.5,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-12,427198.0,1845.0,1598.857,6140.0,13.0,17.0,2593.962,11.203,9.708,37.282,0.079,0.103,1.09,,,,,,,,,17112.0,2499627.0,15.178,0.104,13843.0,0.084,0.115,8.7,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-13,428965.0,1767.0,1641.429,6159.0,19.0,17.571,2604.691,10.729,9.967,37.398,0.115,0.107,1.11,,,,,,,,,13539.0,2513166.0,15.26,0.082,13845.0,0.084,0.119,8.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-14,430496.0,1531.0,1676.0,6173.0,14.0,17.714,2613.988,9.296,10.177,37.483,0.085,0.108,1.13,,,,,,,,,11795.0,2524961.0,15.332,0.072,13899.0,0.084,0.121,8.3,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-15,432333.0,1837.0,1727.857,6194.0,21.0,18.143,2625.142,11.154,10.492,37.61,0.128,0.11,1.15,,,,,,,,,14060.0,2539021.0,15.417,0.085,14085.0,0.086,0.123,8.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-16,434472.0,2139.0,1793.0,6215.0,21.0,17.571,2638.13,12.988,10.887,37.738,0.128,0.107,1.16,,,,,,,,,15768.0,2554789.0,15.513,0.096,14331.0,0.087,0.125,8.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-17,436684.0,2212.0,1866.286,6254.0,39.0,20.857,2651.561,13.431,11.332,37.975,0.237,0.127,1.17,,,,,,,,,15990.0,2570779.0,15.61,0.097,14684.0,0.089,0.127,7.9,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-18,438795.0,2111.0,1920.286,6275.0,21.0,21.143,2664.379,12.818,11.66,38.102,0.128,0.128,1.17,,,,,,,,,16469.0,2587248.0,15.71,0.1,14962.0,0.091,0.128,7.8,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-19,441159.0,2364.0,1994.429,6305.0,30.0,23.571,2678.734,14.354,12.11,38.284,0.182,0.143,1.16,,,,,,,,,17531.0,2604779.0,15.816,0.106,15022.0,0.091,0.133,7.5,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-20,443434.0,2275.0,2067.0,6322.0,17.0,23.286,2692.548,13.814,12.551,38.387,0.103,0.141,1.15,,,,,,,,,15607.0,2620386.0,15.911,0.095,15317.0,0.093,0.135,7.4,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-21,445281.0,1847.0,2112.143,6350.0,28.0,25.286,2703.763,11.215,12.825,38.557,0.17,0.154,1.14,,,,,,,,,12643.0,2633029.0,15.988,0.077,15438.0,0.094,0.137,7.3,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-22,447341.0,2060.0,2144.0,6388.0,38.0,27.714,2716.271,12.508,13.018,38.788,0.231,0.168,1.12,,,,,,,,,13870.0,2646899.0,16.072,0.084,15411.0,0.094,0.139,7.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-23,449760.0,2419.0,2184.0,6416.0,28.0,28.714,2730.959,14.688,13.261,38.958,0.17,0.174,1.1,,,,,,,,,16059.0,2662958.0,16.17,0.098,15453.0,0.094,0.141,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-24,451990.0,2230.0,2186.571,6448.0,32.0,27.714,2744.5,13.541,13.277,39.152,0.194,0.168,1.08,,,,,,,,,15018.0,2677976.0,16.261,0.091,15314.0,0.093,0.143,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-25,454146.0,2156.0,2193.0,6487.0,39.0,30.286,2757.591,13.091,13.316,39.389,0.237,0.184,1.06,,,,,,,,,16001.0,2693977.0,16.358,0.097,15247.0,0.093,0.144,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-26,456438.0,2292.0,2182.714,6524.0,37.0,31.286,2771.508,13.917,13.254,39.614,0.225,0.19,1.06,,,,,,,,,17052.0,2711029.0,16.461,0.104,15179.0,0.092,0.144,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-27,458711.0,2273.0,2182.429,6544.0,20.0,31.714,2785.31,13.802,13.252,39.735,0.121,0.193,1.05,,,,,,,,,16378.0,2727407.0,16.561,0.099,15289.0,0.093,0.143,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-28,460619.0,1908.0,2191.143,6580.0,36.0,32.857,2796.896,11.585,13.305,39.954,0.219,0.2,1.05,,,,,,,,,14012.0,2741419.0,16.646,0.085,15484.0,0.094,0.142,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-29,462407.0,1788.0,2152.286,6609.0,29.0,31.571,2807.752,10.857,13.069,40.13,0.176,0.192,1.04,,,,,,,,,13737.0,2755156.0,16.729,0.083,15465.0,0.094,0.139,7.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-11-30,464932.0,2525.0,2167.429,6644.0,35.0,32.571,2823.084,15.332,13.161,40.343,0.213,0.198,1.03,,,,,,,,,15372.0,2770528.0,16.823,0.093,15367.0,0.093,0.141,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-01,467225.0,2293.0,2176.429,6675.0,31.0,32.429,2837.007,13.923,13.215,40.531,0.188,0.197,1.02,,,,,,,,,15501.0,2786029.0,16.917,0.094,15436.0,0.094,0.141,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-02,469423.0,2198.0,2182.429,6713.0,38.0,32.286,2850.354,13.346,13.252,40.762,0.231,0.196,1.01,,,,,,,,,15972.0,2802001.0,17.014,0.097,15432.0,0.094,0.141,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-03,471739.0,2316.0,2185.857,6748.0,35.0,32.0,2864.417,14.063,13.273,40.974,0.213,0.194,1.01,,,,,,,,,16807.0,2818808.0,17.116,0.102,15397.0,0.093,0.142,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-04,473991.0,2252.0,2182.857,6772.0,24.0,32.571,2878.091,13.674,13.254,41.12,0.146,0.198,1.0,,,,,,,,,15430.0,2834238.0,17.21,0.094,15262.0,0.093,0.143,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-05,475789.0,1798.0,2167.143,6807.0,35.0,32.429,2889.008,10.918,13.159,41.332,0.213,0.197,0.98,,,,,,,,,13540.0,2847778.0,17.292,0.082,15194.0,0.092,0.143,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-06,477545.0,1756.0,2162.571,6838.0,31.0,32.714,2899.671,10.662,13.131,41.521,0.188,0.199,0.97,,,,,,,,,13218.0,2860996.0,17.372,0.08,15120.0,0.092,0.143,7.0,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-07,479743.0,2198.0,2115.857,6874.0,36.0,32.857,2913.017,13.346,12.848,41.739,0.219,0.2,0.95,,,,,,,,,14369.0,2875365.0,17.459,0.087,14977.0,0.091,0.141,7.1,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
BGD,Asia,Bangladesh,2020-12-08,481945.0,2202.0,2102.857,6906.0,32.0,33.0,2926.388,13.371,12.769,41.933,0.194,0.2,0.94,,,,,,,,,17084.0,2892449.0,17.563,0.104,15203.0,0.092,0.138,7.2,tests performed,,,,,,,,,,80.09,164689383.0,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632
